Date,Title,FinBERT
4/9/2013,adani; tata; essar; jsw face rs 2;500 crore duty evasion charges,1
4/9/2013,"adani, tata, essar, jsw face rs 2,500 crore duty evasion charges",1
4/10/2013,adani has 650mw extra power that it can't sell,1
4/10/2013,adani has 650mw extra power that it can’t sell,1
4/13/2013,high court asks company to file affidavit over charges leveled by villagers,1
4/19/2013,"adani's mundra project violated norms, says green panel",1
4/19/2013,adani's mundra project violated norms; says green panel,1
4/21/2013,"adani project in mundra has violated environmental norms, rules moef committee",1
4/22/2013,adani project in mundra has violated environmental norms; rules moef committee,1
4/26/2013,campaign on polio and routine immunisation turns a new leaf,2
5/1/2013,petronet eyes 25% stake in terminal of gujarat state petroleum corporation,1
5/8/2013,adani to help dentist-friend establish rs 700 crore hospital,2
5/16/2013,madani case: expedite trial; justice vr krishna iyer tells president pranab mukherjee,1
5/16/2013,madani case: expedite trial; justice v r krishna iyer tells president pranab mukherjee,1
5/30/2013,essar beats vedanta to bag vpt ohc project,1
5/31/2013,"welspun to hive off infra, energy & sponge iron business",2
6/5/2013,firepower from fangchenggang,1
6/5/2013,mundra port hosts biggest vessel to berth in country,2
6/7/2013,detergent king acquires rs 40cr chopper,1
6/8/2013,goa state coastal zone management authority nod to set up mechanized coal handling unit at mormugao port trust,2
6/21/2013,hc notice to state govt; centre; adani group,1
6/21/2013,"hc notice to state govt, centre, adani group",1
7/12/2013,downpour brings ahmedabad to a halt,0
7/12/2013,realtors eye nris for indian housing projects,1
7/12/2013,it’s raining pay rises for gujarat corporate czars,2
7/14/2013,ngt admits plea against adani thermal power project,1
7/22/2013,govt gives its blessing to two wedding venues in each district,2
7/23/2013,bangalore serial blasts: madani seeks bail citing ill-health,0
7/26/2013,abdul nasser madani involved in more blast cases: karnataka police,1
8/1/2013,bihar selling power to other states: sushil kumar modi,1
8/4/2013,ahmedabad's job fair caters to 60-year-old 'youths',2
8/14/2013,mines minister says stemcor violated rules to buy mining rights; company rubbishes charge,1
8/18/2013,bullseye at aiim convocation,1
8/19/2013,india's top ten business groups' debt rises 15% to rs 6.4 trillion,2
8/26/2013,consumers must get their assured power: maharashtra electricity regulatory commission,1
8/28/2013,"rupee to hurt telecom, infrastructure and energy companies",1
9/10/2013,'adani's rehab package an eye wash',1
9/25/2013,pranav adani elected ahmedabad management association president,1
9/27/2013,sc seeks karnataka's response on madani's bail plea,1
10/1/2013,"return on equity of top business houses like tatas, adani, jindal slumps to three-year low",0
10/4/2013,attempt-to-kill case against madani,1
10/16/2013,cong slams madani's comments on modi; bjp exults,1
10/17/2013,madani gives muslims good advice; don't vote for fear but for vision of better future,2
10/18/2013,adani ports; united liner among five bidders for liquid terminal at jawaharlal nehru port trust,1
10/18/2013,"adani ports, united liner among five bidders for liquid terminal at jawaharlal nehru port trust",1
10/22/2013,india is very much an important market for bp: bp plc ceo bob dudley,1
10/23/2013,cops may call execs from adani group in nsel case,1
10/27/2013,more riots in up than in gujarat: madani,1
10/30/2013,sports stars campaign for routine immunization polio vaccines,1
11/2/2013,"economic offences wing scans adani, nk proteins’ books",1
11/2/2013,economic offences wing scans adani; nk proteins' books,1
11/14/2013,thadani case kingpin duped businessman of rs 26l,1
11/20/2013,"adani, 17 others in race to operate privatized ahmedabad airport",1
11/20/2013,adani; 17 others in race to operate privatized ahmedabad airport,1
12/5/2013,govt panel set up for hiking adani power rate,1
12/5/2013,"electricity tariff hike proposal generates heat, divides cabinet",1
1/2/2014,dri; ed set to probe adani group for allegedly over-valuing power equipment imports,1
1/2/2014,"dri, ed set to probe adani group for allegedly over-valuing power equipment imports",1
1/8/2014,increase natural gas quota: gujarat hc,2
1/9/2014,central govt clears tender for cochin port's new coal terminal,2
1/13/2014,"hc asks adani sez to get environment nod, freezes construction",1
1/17/2014,"'gujarat's future bright, but many challenges lie ahead'",2
1/23/2014,supreme court to hear plea against adani sez closure today,1
1/25/2014,adani's says it lost lohara mine; moc say it has not,1
1/25/2014,"adani's says it lost lohara mine, moc say it has not",1
1/26/2014,gidc to partner adani in mundra plastic park venture,2
1/28/2014,conditional nod for adani sez units to start ops,2
2/3/2014,"aap to start 'pol khol andolan' against bjp, cong",1
2/3/2014,adanis close to buying dhamra port,2
2/12/2014,aap fires salvo at modi; questions adani link,1
2/12/2014,"aap fires salvo at modi, questions adani link",1
2/22/2014,'lack of cultivation not reason enough to convert paddy land',1
2/23/2014,"breather to tata, adani; power dearer for 5 states",2
2/23/2014,cerc allows compensation for tata power; adani power,1
2/23/2014,breather to tata; adani; power dearer for 5 states,1
2/23/2014,"cerc allows compensation for tata power, adani power",1
2/24/2014,"neco, abhijeet group mines get a breather",2
2/25/2014,tata power 'to gain most' from cerc order; ntpc in shock,2
2/27/2014,adani ports to set up rs 1;270 crore container terminal at ennore,2
2/27/2014,"adani ports to set up rs 1,270 crore container terminal at ennore",2
3/6/2014,arvind kejriwal: narendra modi is 'vikaspurush' only for adanis and ambanis,1
3/8/2014,"modi a ‘property dealer’ for ambani, adani and tatas, arvind kejriwal says",1
3/8/2014,only industrialists prospered in gujarat: kejriwal,1
3/9/2014,"modi a ‘property dealer’ for ambani, adani and tatas, kejriwal says",1
3/9/2014,modi a 'property dealer' for ambani; adani and tatas; kejriwal says,1
3/18/2014,small ports could drive big growth for adani group,2
3/24/2014,airport privatization grounded for 4th time,0
3/31/2014,"tata, adani power tariff hike order challenged",1
3/31/2014,tata; adani power tariff hike order challenged,1
4/3/2014,adani power becomes india's largest private power producer with 8620 mw capacity,2
4/10/2014,criticism of sez land price unfortunate: gautam adani,1
4/10/2014,gautam adani; the baron to watch out for if narendra modi becomes king,2
4/11/2014,lok sabha elections 2014: adani stocks surge 23 per cent in anticipation of possible narendra modi victory,2
4/11/2014,adani scrips see up to 23% jump,2
4/13/2014,vadra-adani pictures go viral; put cong in spot,1
4/14/2014,time to get d-street smart as doubts crop up about the strength of recent rally,2
4/15/2014,modi giving away guj land to adanis like toffees: rahul,1
4/16/2014,4 gujarat cms have given land to adani,2
4/17/2014,adanis got 45k acres from modi for rs 300cr: rahul gandhi,2
4/17/2014,adanis got 45k acres from modi for rs 300cr rahulgandhi,2
4/18/2014,modi sold land to adani at price of a cup of tea: rahul,1
4/22/2014,"rani, aditya marriage fuel twitterati imagination",1
4/23/2014,rahul attacks modi; says adani richer; farmers poorer,1
4/26/2014,dream makermodismodel benefits only adanis rahul gandhi,1
4/26/2014,dream-maker modi's model benefits only adanis: rahul gandhi,1
4/27/2014,no special favours from modi: adani,1
4/29/2014,charges against robert vadra are empty propaganda; those against gautam adani rooted in fact,1
4/29/2014,no funding to bjp; congress so far: adani,1
4/29/2014,no funding to bjp congress so far adani,1
4/29/2014,"maharashtra too gave adanis land, but says all rules followed",1
5/2/2014,maulana mahmood madani is pro-gandhis; but anti-cong and anti-modi,1
5/7/2014,"even after 8 years, genco's odisha coal mine yet to start",2
5/8/2014,haryana to reduce line loses of power,1
5/9/2014,adani's $16 billion project in australia gets green nod,2
5/16/2014,elections 2014: stocks of companies with bjp link surge in 8 months,2
5/16/2014,"adani acquires dhamra port for enterprise value of rs 5,500 crore",1
5/16/2014,2014 elections: madani urges pm; home minister for steps to prevent any clashes after poll results,1
5/16/2014,2014 elections madani urges pm home minister for steps to prevent any clashes after poll results,1
5/17/2014,adani buys odisha port in rs 5.5k crore deal,2
5/17/2014,"adani enterprises q4 net up six-fold at rs 2,847.82 crore",2
5/18/2014,upas parting giftadanislapped withrs5500crorenotice,1
5/18/2014,upa's 'parting gift': adani group slapped with rs 5;500 crore notice,0
6/3/2014,"power cuts in maharashtra likely till tomorrow, state electricity distribution body says",1
6/22/2014,adani brothers discharged in cheating case by maharashtra court,1
6/23/2014,adani completes acquisition of dhamra port in odisha,2
6/26/2014,varun dhawan & alia bhatt on dheeraj kumar's naadaniyan,1
6/28/2014,adani asked to plant 2 lakh trees,2
7/4/2014,adani wilmar launches soya nuggets under fortune,1
7/4/2014,adani ports in pact with french company for container terminal,1
7/5/2014,"adani, french group to invest rs 2,100cr for mundra expansion",1
7/5/2014,adani; french group to invest rs 2;100cr for mundra expansion,1
7/13/2014,adani group boss gautam adani hails nda govt's budget,1
7/15/2014,madani walks out on bail; wife moves nia court,1
7/16/2014,logjam over bidding norms for 2 umpps likely to end,1
7/16/2014,nia court nod for sufiya to visit madani in bangalore,2
7/16/2014,adani ports gets environmental clearance for mundra sez.,1
7/16/2014,"apsez gets environmental, crz nod for 8,481 hectares mundra sez",2
7/19/2014,adanis got rs 234 crore undue tax exemption; cag says,2
7/19/2014,"adanis got rs 234 crore undue tax exemption, cag says",2
7/23/2014,"adani, indiabulls power rates to be hiked",2
7/23/2014,adani; indiabulls power rates to be hiked,2
7/25/2014,cbi registers preliminary probe against adani group,1
7/26/2014,gujarat govt unduly favoured reliance; adani: cag report,1
7/26/2014,"gujarat govt unduly favoured reliance, adani: cag report",1
7/28/2014,australia approves adani's $15.5 billion carmichael coal project,2
7/28/2014,how anil ambani pipped adani to seal jaypee deal,1
7/29/2014,australia nod to adani's mining project ahead of tony visit,2
7/29/2014,australia nod to adani’s mining project ahead of tony visit,2
7/29/2014,sanjiv shankaran: india's self-goal on energy: australia clears adani's coal mining project ahead of time,1
7/29/2014,oz gives green nod to adani’s $16.5 billion coal mine project,2
7/29/2014,oz gives green nod to adani's $16.5 billion coal mine project,2
7/30/2014,adani eyes indiabulls' power plant,1
8/2/2014,cag indicts adani group for availing undue tax benefits,1
8/7/2014,29 companies from gujarat among india's top 500,2
8/7/2014,"adani in talks with indian oil for rs 30,000 crore mundra refinery joint venture",1
8/7/2014,adani in talks with indian oil for rs 30;000 crore mundra refinery joint venture,1
8/9/2014,adani enterprises reports q1 profit after tax of rs 557 crore,1
8/12/2014,business baron adani meets kcr; naidu,1
8/12/2014,adanis get reprieve from lenders over two power projects,1
8/12/2014,"business baron adani meets kcr, naidu",1
8/13/2014,adani buys out lanco’s 1200 mw udupi power plant for $1 billion,2
8/14/2014,"adani buys lanco plant in rs 6,000 crore deal",2
8/14/2014,adani buys lanco plant in rs 6;000 crore deal,2
8/14/2014,australian state approves $2 billion rail line for adani coal project,1
8/15/2014,adani to ease karnataka's power woes,2
8/21/2014,‘state allotted forest land for adani power project’,1
8/23/2014,upa ii cleared adani project in maharashtra forest,1
8/25/2014,gautam adani to invest $2 billion in odisha power plant,2
8/26/2014,hindujas plan $10 billion spend on stalled infrastructure,2
8/26/2014,adani set to invest $2 billion in odisha power plant,2
8/26/2014,"ambani, premji and adani part of pm's business delegation to japan",1
8/26/2014,ambani; premji and adani part of pm's business delegation to japan,1
8/27/2014,adani; rcom to opt out of nifty mid-cap,1
8/27/2014,rare gesture: in bihar; priest offers hospitality to haj pilgrims; madrassa door opened for 'pindadanis',2
8/27/2014,"adani, rcom to opt out of nifty mid-cap",1
8/28/2014,adani buys carmichael royalty rights from linc for aud 155 million,2
8/29/2014,adani stopped power supply to haryana: govt,0
8/29/2014,adani buys oz mine royalty rights,2
8/30/2014,tribunal stays cci order on adani gas penalty,1
8/31/2014,adani power shuts power generation over unpaid bills,1
9/2/2014,adani group may scrap great barrier reef dumping plan,1
9/2/2014,power minister piyush goyal moves to break logjam over tata; adani tariff hike,2
9/2/2014,"power minister piyush goyal moves to break logjam over tata, adani tariff hike",2
9/2/2014,"power minister moves to break tata, adani tariff logjam",1
9/9/2014,"dues still unpaid, adani shuts tiroda plant completely",1
9/9/2014,dues still unpaid; adani shuts tiroda plant completely,1
9/17/2014,adani breaks into top 10 rich club as wealth jumps 152%,2
