,Date,Title
510,2012-02-24,Adani family to buy group's realty business
511,2012-02-25," No diversion of ONGC gas for power, says panel "
512,2012-03-01," Cong alleges govt-biz links, sparks furore "
513,2012-03-03, Unrelenting Gohil suspended 
514,2012-03-04," 'Availability of water drawing plants to Gondia, Bhandara' "
515,2012-03-04," Narendra Modi busy distributing land to Tata, adani, Ruia: Sanjay Nirupam "
516,2012-03-05, adani in pact to provide 4 MT coal to NTPC 
517,2012-03-05,Adani in pact to provide 4 MT coal to NTPC
518,2012-03-08, Congress to gherao assembly 
519,2012-03-10, Congress denied rally permission 
520,2012-03-11, Will adani Mine make a comeback in Lohara? 
521,2012-03-11,Will Adani Mine make a comeback in Lohara?
522,2012-03-12, State says no to CBI probe against BS Yeddyurappa 
523,2012-03-13, Danda for Cong on Dandi March day 
524,2012-03-13, Mundra world’s largest coal-fired pvt power plant 
525,2012-03-13,Adani forcing farmers to vacate land
526,2012-03-13, 'adani forcing farmers to vacate land' 
527,2012-03-13," adani, district administration accused of evicting farmers for land "
528,2012-03-13,Adani; district administration accused of evicting farmers for land
529,2012-03-17, Budget gives power projects a boost 
530,2012-03-18,Adanis given gas at throwaway than purchase price
531,2012-03-18, 'adanis given gas at throwaway than purchase price' 
532,2012-03-22, Infrastructure Industry: A world of opportunities 
533,2012-03-28, Farmer's proposed hunger stir fizzles out 
534,2012-04-01," adani ups compressed natural gas rate, GSPC Gas price hike likely "
535,2012-04-01,Adani ups compressed natural gas rate; GSPC Gas price hike likely
536,2012-04-02, Congress questions BJP's 'deafening' silence on Gujarat CAG report 
537,2012-04-06," CM favours adani, ignores farmers' woes: Gohil "
538,2012-04-06,CM favours Adani; ignores farmers' woes: Gohil
539,2012-04-08, Tough week ahead for former chief minister BS Yeddyurappa 
540,2012-04-14, Severe power crisis likely to cripple Bihar this summer 
541,2012-04-14,Adani thermal power plant to start production in May
542,2012-04-14, adani thermal power plant to start production in May 
543,2012-04-15,Congress should be thrown out of Rajasthan: Madani
544,2012-04-17, adani won't be hurdle in region's irrigation: Patel 
545,2012-04-17,Adani won't be hurdle in region's irrigation: Patel
546,2012-04-21," Jindal Steel, adani come under CBI scanner "
547,2012-04-21,Jindal Steel; Adani come under CBI scanner
548,2012-04-29, Let CBI probe Karnataka mining scam: SC panel 
549,2012-05-02, Chief Minister Narendra Modi attends Gautam adani’s son Karan's grand engagement ceremony 
550,2012-05-06, Gondia district administration pulls up adani 
551,2012-05-06,Gondia district administration pulls up Adani
552,2012-05-08,One dead; 7 feared drowned in tank at Adani thermal power project
553,2012-05-08," One dead, 7 feared drowned in tank at adani thermal power project "
554,2012-05-10,High court stays development work at Adani Port Special Economic Zone
555,2012-05-10, High court stays development work at adani Port Special Economic Zone 
556,2012-05-11, Another stay on work in adani Special Economic Zone 
557,2012-05-11,Another stay on work in Adani Special Economic Zone
558,2012-05-16, CNG price goes up by Rs 2.80 per kg 
559,2012-05-24, Illegal mining in Tiroda tehsil 
560,2012-05-26,Adani denies compensation to injured welder
561,2012-05-26, adani denies compensation to injured welder 
562,2012-06-02, Gammon India labourers boycott work at adani Thermal Plant 
563,2012-06-02,Gammon India labourers boycott work at Adani Thermal Plant
564,2012-06-16, Gujarat Gas Company Limited revises CNG prices to Rs 51.95 per kg 
565,2012-06-17,Notice to Adani Port and Special Economic Zone for alleged falsities
566,2012-06-17, Notice to adani Port and Special Economic Zone for alleged falsities 
567,2012-06-21, M B Shah commission conducts third hearing 
568,2012-06-22, Public Union for Civil Liberties objects to setting up of commission to probe graft charges 
569,2012-06-22, adani Group now too big to be a one-man show 
570,2012-06-22,Adani Group now too big to be a one-man show
571,2012-06-23,Farmers demand water from Adani barrage
572,2012-06-23, Farmers demand water from adani barrage 
573,2012-06-28, Local extortionist who threatened MLA was influenced by Mumbai underworld 
574,2012-06-30, Justice MB Shah receives another complaint in alleged land scam 
575,2012-06-30, Kutch MLA makes representation before Justice M B Shah Commission 
576,2012-07-03, Coal India production up; Western Coalfields Ltd's output down 
577,2012-07-05, Congress poster modelled on 'Gangs of Wasseypur' targets Narendra Modi 
578,2012-07-06, Gangs Of Wasseypur poster in political rally 
579,2012-07-13,Adani and Torrent stopped from bidding for BG stake in Gujarat Gas
580,2012-07-13, adani and Torrent stopped from bidding for BG stake in Gujarat Gas 
581,2012-07-13, Did Gujarat government force parties out of race for gas firm? 
582,2012-07-14, Can BG spoil Modi's BIG picture? 
583,2012-07-16, Explorer turns gas 'dalal' 
584,2012-07-17,Adani Power Ltd revives coal mine plan near Tadoba
585,2012-07-17, adani Power Ltd revives coal mine plan near Tadoba 
586,2012-07-18,Adani Enterprises Adani stocks plunge on arrest rumours
587,2012-07-18, adani Enterprises adani stocks plunge on arrest rumours 
588,2012-07-19, Wrangling shakes GCCI in poll run-up 
589,2012-07-28, Gujarat Gas Company Ltd stake sale: Gujarat State Petroleum Corporation woos OIL to fuel BG deal 
590,2012-08-03, Top Gujarat businessmen take pay cuts 
591,2012-08-04, CBI probe sought in allotment of sea area for afforestation 
592,2012-08-17, Undue benefits of Rs 3.8 lakh crore to private parties under UPA government: CAG 
593,2012-08-23,Adani's SEZ under government scanner
594,2012-08-23, adani's SEZ under government scanner 
595,2012-08-24, Supreme Court shocked by ‘daredevilry’ of firms exporting seized iron ore 
596,2012-08-25,Adani Gas questions Ahmedabad Municipal Corporation tax on pipeline
597,2012-08-25, adani Gas questions Ahmedabad Municipal Corporation tax on pipeline 
598,2012-08-27," Home ministry bars adani Port, Lanco and Punj Lloyd from participating in port projects on security grounds "
599,2012-08-27, City schools giving sports a big push 
600,2012-08-27,Home ministry bars Adani Port; Lanco and Punj Lloyd from participating in port projects on security grounds
601,2012-08-28, Private power tariffs can be raised: Attorney general 
602,2012-09-01,Adani promises jobs; youths withdraw stir
603,2012-09-01," adani promises jobs, youths withdraw stir "
604,2012-09-05, India Inc in bind over billion-dollar buys 
605,2012-09-06,Navegaon-Nagzira tiger reserve being delayed for Adani?
606,2012-09-06,Ministry of environment and forests gives go-ahead to Adani's expansion plans
607,2012-09-06, Ministry of environment and forests gives go-ahead to adani's expansion plans 
608,2012-09-06, Navegaon-Nagzira tiger reserve being delayed for adani? 
609,2012-09-09, Rs 71 thousand crore wiped out of adani market capital in a year 
610,2012-09-09,Rs 71 thousand crore wiped out of Adani market capital in a year
611,2012-09-10, adani Power stock closes up 3% 
612,2012-09-17, MSMC: Mining corpn or profiteering agency? 
613,2012-09-19, Panel for rejection of adani's Lohara mining proposal 
614,2012-09-19,Panel for rejection of Adani's Lohara mining proposal
615,2012-09-21,Adani Group; global port firms and PEs in race to bid for a majority stake in Dhamra Port
616,2012-09-21," adani Group, global port firms and PEs in race to bid for a majority stake in Dhamra Port "
617,2012-09-25, Sensex back in positive terrain; ends 21 points higher 
618,2012-10-04," Modi govt has done nothing wrong, says panel set up by it "
619,2012-10-10, Chanakyapuri plot goes for Rs 10L per sq yard 
620,2012-10-12," Bypassing NBWL, adani seeks HC nod for felling trees "
621,2012-10-12,Bypassing NBWL; Adani seeks HC nod for felling trees
622,2012-10-13,Won't fell trees without clearance; Adani Power tells HC
623,2012-10-13," Won't fell trees without clearance, adani Power tells HC "
624,2012-10-16,Govt cancels Adani's 1840 hectare SEZ
625,2012-10-16, Govt cancels adani's 1840 hectare SEZ 
626,2012-10-19,Adani Group not to bid for IPL franchise
627,2012-10-23, Glam and glitter at privately organised Garba night during Navratri 
628,2012-10-23, Big companies thwart Coal India Ltd arm's pricing move 
629,2012-10-24, adani Shantigram presents 'The Times of India Shanku’s Dandiya 2012’ in Ahmedabad 
630,2012-10-25," Shanku’s Dandiya a hit show sponsored by adani, Shantigram, Vodafone and Reliance Trends in Ahmedabad "
631,2012-10-27," CPM offers new alternative to 'corrupt' BJP, Congress "
632,2012-10-28, Heritage walk to showcase 33 Jain sites in walled city 
633,2012-10-31, Kavidas appointed Tamil Sangam president 
634,2012-11-03," Civil society condemns state action against civil activists in MP, Jharkhand "
635,2012-11-07," Activists demand immediate release of Medha Patkar, others arrested in Chhindwada "
636,2012-11-17,Cops get more time to file objections on Madani's affidavit
637,2012-11-20," adani, Essar to bid for Chennai's Rs 4,000 crore mega container terminal project "
638,2012-11-20,Adani; Essar to bid for Chennai's Rs 4;000 crore mega container terminal project
639,2012-11-28," adani, Shapoorji offer sites for IOC refinery "
640,2012-11-28,Adani; Shapoorji offer sites for IOC refinery
641,2012-12-05, Kejriwal accuses Narendra Modi of showering largesse on private firms 
642,2012-12-08, Denmark’s AP Moller-Maersk Group leads race to buy Dhamra port stake 
643,2012-12-09, Saloni Shah organises a photography exhibition by in Ahmedabad 
644,2012-12-09, Saloni Shah organises a photography exhibition by in Ahmedabad 
645,2012-12-20, 
646,2012-12-24,Lanco Infratech puts Udupi plant on block; company in talks with JSW Energy and Adani Power
647,2012-12-24, Lanco Infratech puts Udupi plant on block; company in talks with JSW Energy and adani Power 
648,2012-12-26, adani Power Company made to pay Rs 24.5 crore penalty 
649,2012-12-26,Adani Power Company made to pay Rs 24.5 crore penalty
650,2012-12-26,Kerala govt forms doctors' panel to review health report of Madani
651,2013-01-05, Directorate of Revenue seizes Rs 70cr private jet 
652,2013-01-11, Bihar faces acute power crisis amid chilly winter 
653,2013-01-14, No let up in power crisis 
654,2013-01-25, Chinese engineers to repair Haryana power plant 
655,2013-01-26, CM puts Mumbai biz meet on hold 
656,2013-01-26," Pawar vists Gadkari, flays Congress's policies "
657,2013-01-28," Sharad Pawar slams greens, bats for adani "
658,2013-01-28,Sharad Pawar slams greens; bats for Adani
659,2013-01-29,Adani Ports to use Abbot Point stake sale fund for expansion plans
660,2013-01-29, adani Ports to use Abbot Point stake sale fund for expansion plans 
661,2013-01-30," Power companies like adani, Tata Power & others lose top talent as slowdown takes toll "
662,2013-01-30,Power companies like Adani; Tata Power & others lose top talent as slowdown takes toll
663,2013-02-05, Two held for mails sullying adani Group 
664,2013-02-05,Two held for mails sullying Adani Group
665,2013-02-06,Arvind Kejriwal's details faked in Adani mail
666,2013-02-06, Arvind Kejriwal's details faked in adani mail 
667,2013-02-15, adani SEZ: SC lifts stay on operations of 12 companies 
668,2013-02-18, Karan adani tied the knot with Paridhi 
669,2013-02-20, Bitter Patel threatens to play spoilsport 
670,2013-02-23,Hyderabad blasts: Abdul Nasser Madani likely to be questioned
671,2013-02-26,Will neither reject nor endorse Narendra Modi: Maulana Mehmood Madani
672,2013-03-04,Shiv Sena's Prabhu; industrialist Adani cancel Wharton visit
673,2013-03-04,After Modi snub; Sena leader Prabhu cancels Wharton visit; businessman Gautam Adani too pulls out
674,2013-03-04," After snub to Narendra Modi, Wharton invites Arvind Kejriwal "
675,2013-03-04," After Modi snub, Sena leader Prabhu cancels Wharton visit; businessman Gautam adani too pulls out "
676,2013-03-05,Rajesh Kalra: Adani missed a chance to support Modi by pulling out of Wharton talk
677,2013-03-05," After rebuff to Modi, Shiv Sena's Suresh Prabhu cancels Wharton talk "
678,2013-03-05," After Wharton snub, Modi to address Indian diaspora in USA "
679,2013-03-05," For liberals and leftists, Narendra Modi is still 'No Go' area "
680,2013-03-05, Narendra Modi's address at Wharton nulled via Facebook 
681,2013-03-06, adani power cheaper than Mahagenco's 
682,2013-03-06,Adani power cheaper than Mahagenco's
683,2013-03-06, adani power cheaper than Mahagenco's 
684,2013-03-07, Wharton had a duty to hear out Modi: Tharoor 
685,2013-03-10, Jumbo con: Chhattisgarh fudges forest data for coal mining 
686,2013-03-10,Security issues delay Madani's Kerala visit
687,2013-03-11,Abdul Nasser Madani again stirs up controversy
688,2013-03-12,'Ready to die in jail; won't divide nation' Madani breaks down at Anwarsery
689,2013-03-13," Arvind Kejriwal, Mohandas Pai to speak at Wharton "
690,2013-03-18, Will power scene improve this summer? 
691,2013-03-19, ​British minister to call on Narendra Modi 
692,2013-03-22, Win-win for bulk power buyers 
693,2013-03-23," Coal block deal: CAG points to potential loss of Rs 1,549.06 cr "
694,2013-03-23,HC dismisses PIL against Adani railway line
695,2013-03-23, HC dismisses PIL against adani railway line 
696,2013-03-24, Nixing Narendra Modi’s Wharton invite was wrong: Kejriwal 
697,2013-03-30," After SEZ cancellation, adanis set to get OK for same plot "
698,2013-03-30,After SEZ cancellation; Adanis set to get OK for same plot
699,2013-04-02," How are McKinsey, BCG, Bain, AT Kaerney and the likes playing the game in India "
700,2013-04-03, Deal with adani caused loss of Rs 160cr to state 
701,2013-04-04, Central Electricity Regulatory Commission allows adani to hike tariff to offset coal price rise 
702,2013-04-04,Central Electricity Regulatory Commission allows Adani to hike tariff to offset coal price rise
703,2013-04-04, Shortage of coal deepens power crisis 
704,2013-04-05, adani now look for bigger coal mine in region 
705,2013-04-05, CERC allows adani to hike tariff to offset coal price rise 
706,2013-04-05, Bihar buys 300MW to defuse power crisis 
707,2013-04-05,Adani now look for bigger coal mine in region
708,2013-04-05,CERC allows Adani to hike tariff to offset coal price rise
